# Irene Model output file: ../../unitTests/Legacy/Ax8max_NatEpochSaa_Diff.AE8.output_mean_fluence.txt
# Irene Software Version:  1.58.001
#
# Model type:               AE8
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Activity Level: Max
# Energy levels (MeV):       0.04 0.07 0.1 0.25 0.5 0.75 1 1.5 2 2.5 3 3.5 4 4.5 5 5.5 6 6.5 7 7.5 8
#
# Accumulation mode:        Cumulative
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence,fluence(#/cm^2/MeV)
53219.03055556,1.27390601,2.92498195,-0.70853199,1.01095133e+12,7.09819637e+11,5.62729164e+11,1.04786155e+11,2.92854271e+10,1.15789645e+10,6.50322495e+09,3.36113592e+09,1.41082302e+09,8.99628843e+08,3.82039149e+08,1.73367259e+08,6.34822587e+07,1.99290681e+07,5.37271194e+06,1.22178514e+06,1.98762447e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03125000,1.26053177,2.95593122,-0.69733473,1.04473262e+12,7.33568093e+11,5.80401854e+11,1.08537592e+11,3.03538963e+10,1.19765435e+10,6.75261612e+09,3.47309082e+09,1.45868536e+09,9.33044311e+08,3.94622404e+08,1.78853854e+08,6.52682024e+07,2.05020382e+07,5.51052998e+06,1.24941913e+06,2.03356129e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03194444,1.24696101,2.98641920,-0.68602853,1.07891797e+12,7.57597610e+11,5.98198807e+11,1.12347904e+11,3.14384966e+10,1.23806059e+10,7.00432834e+09,3.58724917e+09,1.50728560e+09,9.66799520e+08,4.07222689e+08,1.84363774e+08,6.70576760e+07,2.10750847e+07,5.64828130e+06,1.27694931e+06,2.07866519e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03263889,1.23319893,3.01644949,-0.67461718,1.11349569e+12,7.81900138e+11,6.16114939e+11,1.16215728e+11,3.25388398e+10,1.27910038e+10,7.25828281e+09,3.70356775e+09,1.55660493e+09,1.00088323e+09,4.19838335e+08,1.89895841e+08,6.88504048e+07,2.16481516e+07,5.78595398e+06,1.30437575e+06,2.12297290e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03333333,1.21925132,3.04602571,-0.66310412,1.14846736e+12,8.06476432e+11,6.34146302e+11,1.20142050e+11,3.36551694e+10,1.32078545e+10,7.51445309e+09,3.82210289e+09,1.60665365e+09,1.03529305e+09,4.32463943e+08,1.95448271e+08,7.06456568e+07,2.22209695e+07,5.92347916e+06,1.33168150e+06,2.16645210e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03402778,1.20512321,3.07515099,-0.65149297,1.18382550e+12,8.31321221e+11,6.52287208e+11,1.24126398e+11,3.47873303e+10,1.36311111e+10,7.77276963e+09,3.94285151e+09,1.65742386e+09,1.07001972e+09,4.45095265e+08,2.01019250e+08,7.24428274e+07,2.27933436e+07,6.06080894e+06,1.35885681e+06,2.20910274e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03472222,1.19081978,3.10382911,-0.63978701,1.21956143e+12,8.56428500e+11,6.70534317e+11,1.28167691e+11,3.59350176e+10,1.40606562e+10,8.03317657e+09,4.06577778e+09,1.70890047e+09,1.10505508e+09,4.57732010e+08,2.06608173e+08,7.42418399e+07,2.33652826e+07,6.19794723e+06,1.38590518e+06,2.25096568e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03541667,1.17634606,3.13206335,-0.62798955,1.25567517e+12,8.81798045e+11,6.88885904e+11,1.32266278e+11,3.70983114e+10,1.44965302e+10,8.29565924e+09,4.19090343e+09,1.76108606e+09,1.14039733e+09,4.70372773e+08,2.12214454e+08,7.60424894e+07,2.39367218e+07,6.33487719e+06,1.41282318e+06,2.29205024e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03611111,1.16170690,3.15985701,-0.61610356,1.29215331e+12,9.07420601e+11,7.07336467e+11,1.36420495e+11,3.82767442e+10,1.49385502e+10,8.56013034e+09,4.31817281e+09,1.81395824e+09,1.17603380e+09,4.83015854e+08,2.17836856e+08,7.78444960e+07,2.45076058e+07,6.47158764e+06,1.43961149e+06,2.33239025e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.03680556,1.14690686,3.18721324,-0.60413250,1.32899126e+12,9.33293001e+11,7.25882068e+11,1.40630176e+11,3.94702476e+10,1.53867018e+10,8.82654337e+09,4.44759139e+09,1.86751280e+09,1.21195846e+09,4.95658408e+08,2.23474145e+08,7.96474514e+07,2.50778060e+07,6.60804679e+06,1.46626381e+06,2.37199031e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
