# Legacy Model output file: ../../unitTests/Legacy/CRRquiet_NatEpochSaa_Diff.CRRESELE.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               CRRESELE
# Particle species:         e-
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Fixed Epoch; SAA Shifted; Ap range: 5-7.5
# Energy levels (MeV):       0.65 0.95 1.6 2 2.35 2.75 3.15 3.75 4.55 5.75
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.07500000,0.18353450,4.09089685,0.12165149,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07569444,0.16462550,4.09739201,0.13521158,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07638889,0.14570332,4.10355804,0.14876099,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07708333,0.12676953,4.10939588,0.16229847,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07777778,0.10782568,4.11490614,0.17582308,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07847222,0.08887305,4.12009009,0.18933356,5.94000000e+05,4.06000000e+05,6.10000000e+04,9.06250000e+03,2.14453101e+03,5.19531012e+02,1.33301005e+02,1.66320000e+01,2.25799996e+00,9.98000032e-01
53219.07916667,0.06991367,4.12494836,0.20282929,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.07986111,0.05094864,4.12948173,0.21630886,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08055556,0.03197953,4.13369114,0.22977163,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08125000,0.01300807,4.13757738,0.24321635,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08194444,-0.00596450,4.14114107,0.25664208,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08263889,-0.02493659,4.14438316,0.27004787,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08333333,-0.04390664,4.14730412,0.28343279,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08402778,-0.06287340,4.14990488,0.29679574,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08472222,-0.08183529,4.15218593,0.31013592,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08541667,-0.10079090,4.15414788,0.32345210,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08611111,-0.11973882,4.15579153,0.33674363,6.01000000e+05,4.11000000e+05,6.19375000e+04,9.23437500e+03,2.18750000e+03,5.31250000e+02,1.36474997e+02,1.70900002e+01,2.33100005e+00,1.03599997e+00
53219.08680556,-0.13867749,4.15711750,0.35000942,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.08750000,-0.15760563,4.15812626,0.36324852,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.08819444,-0.17652185,4.15881828,0.37645985,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.08888889,-0.19542457,4.15919434,0.38964261,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.08958333,-0.21431253,4.15925477,0.40279571,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09027778,-0.23318417,4.15900019,0.41591851,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09097222,-0.25203823,4.15843091,0.42900961,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09166667,-0.27087315,4.15754756,0.44206853,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09236111,-0.28968781,4.15635061,0.45509386,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09305556,-0.30848051,4.15484022,0.46808498,6.06000000e+05,4.15000000e+05,6.26875000e+04,9.35937500e+03,2.22265601e+03,5.40039003e+02,1.38916001e+02,1.74260009e+01,2.38399999e+00,1.06399995e+00
53219.09375000,-0.32724997,4.15301717,0.48104093,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09444444,-0.34599495,4.15088147,0.49396064,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09513889,-0.36471371,4.14843373,0.50684314,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09583333,-0.38340517,4.14567428,0.51968750,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09652778,-0.40206790,4.14260328,0.53249294,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09722222,-0.42070034,4.13922103,0.54525835,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09791667,-0.43930123,4.13552800,0.55798264,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09861111,-0.45786900,4.13152436,0.57066518,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.09930556,-0.47640240,4.12721026,0.58330487,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.10000000,-0.49490018,4.12258617,0.59590062,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.10069444,-0.51336059,4.11765193,0.60845147,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.10138889,-0.53178240,4.11240818,0.62095681,6.09000000e+05,4.17500000e+05,6.31875000e+04,9.43750000e+03,2.24218798e+03,5.45898020e+02,1.40625000e+02,1.76700000e+01,2.41900003e+00,1.08299998e+00
53219.10208333,-0.55016418,4.10685460,0.63341521,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.10277778,-0.56850452,4.10099181,0.64582590,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.10347222,-0.58680202,4.09481950,0.65818778,6.10000000e+05,4.18500000e+05,6.33750000e+04,9.48437500e+03,2.25390601e+03,5.48828006e+02,1.41357005e+02,1.77919995e+01,2.43799994e+00,1.09300006e+00
53219.10416667,-0.60505525,4.08833815,0.67050006,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10486111,-0.62326265,4.08154775,0.68276165,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10555556,-0.64142281,4.07444830,0.69497159,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10625000,-0.65953447,4.06703980,0.70712880,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10694444,-0.67759590,4.05932258,0.71923217,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10763889,-0.69560585,4.05129630,0.73128092,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10833333,-0.71356275,4.04296114,0.74327379,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10902778,-0.73146519,4.03431708,0.75521001,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.10972222,-0.74931143,4.02536414,0.76708830,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11041667,-0.76710039,4.01610215,0.77890774,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11111111,-0.78483017,4.00653111,0.79066706,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11180556,-0.80249937,3.99665102,0.80236549,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11250000,-0.82010657,3.98646158,0.81400191,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11319444,-0.83765005,3.97596277,0.82557509,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11388889,-0.85512839,3.96515460,0.83708391,4.84500000e+05,3.49000000e+05,6.03125000e+04,9.31250000e+03,2.23828101e+03,5.56640983e+02,1.43310994e+02,1.86770000e+01,2.44900002e+00,1.09499996e+00
53219.11458333,-0.87253987,3.95403660,0.84852744,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11527778,-0.88988307,3.94260877,0.85990441,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11597222,-0.90715611,3.93087079,0.87121374,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11666667,-0.92435773,3.91882267,0.88245417,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11736111,-0.94148606,3.90646393,0.89362491,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11805556,-0.95853936,3.89379458,0.90472438,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11875000,-0.97551623,3.88081413,0.91575166,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.11944444,-0.99241493,3.86752229,0.92670533,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.12013889,-1.00923343,3.85391904,0.93758444,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.12083333,-1.02597046,3.84000361,0.94838759,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.12152778,-1.04262384,3.82577599,0.95911367,3.75500000e+05,2.79500000e+05,5.37500000e+04,8.92187500e+03,2.21093798e+03,5.56640983e+02,1.45264000e+02,2.01110002e+01,2.49100011e+00,1.06599997e+00
53219.12222222,-1.05919215,3.81123572,0.96976127,2.87000000e+05,2.26750000e+05,5.06875000e+04,8.78125000e+03,2.19140601e+03,5.59570014e+02,1.49169996e+02,2.08439995e+01,2.59799999e+00,1.07600004e+00
53219.12291667,-1.07567350,3.79638247,0.98032929,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12361111,-1.09206602,3.78121563,0.99081617,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12430556,-1.10836781,3.76573503,1.00122096,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12500000,-1.12457716,3.74994020,1.01154210,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12569444,-1.14069202,3.73383052,1.02177847,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12638889,-1.15671067,3.71740567,1.03192837,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12708333,-1.17263106,3.70066518,1.04199068,2.85500000e+05,2.25250000e+05,5.03125000e+04,8.70312500e+03,2.17187500e+03,5.53710997e+02,1.47460997e+02,2.05690004e+01,2.55999994e+00,1.05700002e+00
53219.12777778,-1.18845131,3.68360827,1.05196399,2.07000000e+05,1.84500000e+05,4.55000000e+04,8.43750000e+03,2.13671899e+03,5.57617009e+02,1.51611000e+02,2.12099999e+01,2.67000007e+00,1.06799998e+00
53219.12847222,-1.20416923,3.66623478,1.06184675,2.07000000e+05,1.84500000e+05,4.55000000e+04,8.43750000e+03,2.13671899e+03,5.57617009e+02,1.51611000e+02,2.12099999e+01,2.67000007e+00,1.06799998e+00
53219.12916667,-1.21978293,3.64854392,1.07163753,2.07000000e+05,1.84500000e+05,4.55000000e+04,8.43750000e+03,2.13671899e+03,5.57617009e+02,1.51611000e+02,2.12099999e+01,2.67000007e+00,1.06799998e+00
53219.12986111,-1.23529053,3.63053506,1.08133507,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.13055556,-1.25068967,3.61220790,1.09093766,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.13125000,-1.26597831,3.59356165,1.10044372,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.13194444,-1.28115426,3.57459552,1.10985199,2.05250000e+05,1.82750000e+05,4.49375000e+04,8.32812500e+03,2.10546899e+03,5.48828006e+02,1.49169996e+02,2.08129995e+01,2.60900008e+00,1.04000000e+00
53219.13263889,-1.29621547,3.55530920,1.11916091,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13333333,-1.31115959,3.53570175,1.12836860,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13402778,-1.32598443,3.51577270,1.13747363,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13472222,-1.34068763,3.49552125,1.14647429,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13541667,-1.35526698,3.47494663,1.15536900,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13611111,-1.36971999,3.45404806,1.16415589,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13680556,-1.38404429,3.43282490,1.17283338,1.47500000e+05,1.53750000e+05,4.04375000e+04,7.18750000e+03,2.07031298e+03,5.50781012e+02,1.53808996e+02,2.22469997e+01,2.71999999e+00,1.04899995e+00
53219.13750000,-1.39823722,3.41127637,1.18139974,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.13819444,-1.41229658,3.38940153,1.18985309,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.13888889,-1.42621955,3.36719959,1.19819155,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.13958333,-1.44000377,3.34466992,1.20641323,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.14027778,-1.45364641,3.32181128,1.21451642,1.06375000e+05,1.16125000e+05,3.71875000e+04,6.67187500e+03,1.97265601e+03,5.46875000e+02,1.54785007e+02,2.26140004e+01,2.94500007e+00,1.01500005e+00
53219.14097222,-1.46714465,3.29862318,1.22249906,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.14166667,-1.48049598,3.27510438,1.23035912,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.14236111,-1.49369742,3.25125424,1.23809455,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.14305556,-1.50674630,3.22707167,1.24570348,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.14375000,-1.51963931,3.20255572,1.25318370,7.22500000e+04,9.01250000e+04,3.45625000e+04,6.03906298e+03,1.90625000e+03,5.25390983e+02,1.57958999e+02,2.30410006e+01,3.33400001e+00,1.01699994e+00
53219.14444444,-1.53237381,3.17770530,1.26053302,7.12500000e+04,8.87500000e+04,3.38750000e+04,5.89843798e+03,1.85937500e+03,5.10742009e+02,1.53320000e+02,2.22469997e+01,3.20399995e+00,9.69999994e-01
53219.14513889,-1.54494648,3.15251962,1.26774925,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.14583333,-1.55735434,3.12699758,1.27483017,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.14652778,-1.56959411,3.10113809,1.28177345,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.14722222,-1.58166264,3.07494020,1.28857688,4.86250000e+04,7.26250000e+04,3.04062500e+04,5.83593798e+03,1.79492199e+03,4.79979992e+02,1.54296994e+02,2.26440001e+01,3.75699997e+00,9.75999981e-01
53219.14791667,-1.59355647,3.04840266,1.29523795,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.14861111,-1.60527232,3.02152452,1.30175430,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.14930556,-1.61680641,2.99430468,1.30812343,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.15000000,-1.62815545,2.96674190,1.31434251,3.34375000e+04,5.15000000e+04,2.73437500e+04,5.71093798e+03,1.73046899e+03,4.49707001e+02,1.55028999e+02,2.30710004e+01,4.40199999e+00,9.80000012e-01
53219.15069444,-1.63931567,2.93883507,1.32040934,3.30000000e+04,5.06875000e+04,2.67812500e+04,5.57812500e+03,1.68554699e+03,4.37011987e+02,1.50390998e+02,2.22779997e+01,4.22699982e+00,9.36999975e-01
53219.15138889,-1.65028331,2.91058309,1.32632094,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.15208333,-1.66105459,2.88198471,1.33207449,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.15277778,-1.67162544,2.85303867,1.33766763,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.15347222,-1.68199193,2.82374388,1.34309690,2.16875000e+04,4.45000000e+04,2.57187500e+04,5.19531298e+03,1.60937500e+03,4.07714993e+02,1.51123002e+02,2.16370001e+01,5.02000004e+00,9.41000006e-01
53219.15416667,-1.69214999,2.79409891,1.34835981,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.15486111,-1.70209521,2.76410284,1.35345304,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
53219.15555556,-1.71182336,2.73375408,1.35837362,1.41718750e+04,3.17500000e+04,2.32187500e+04,4.76562500e+03,1.50781298e+03,3.90625000e+02,1.51366994e+02,2.18509994e+01,5.87499980e+00,9.46999993e-01
