# Legacy Model output file: ../../unitTests/Legacy/Ax8max_atEpoch_Diff.AP8.output_mean_flux.txt
# Irene Software Version:  1.58.001
#
# Model type:               AP8
# Particle species:         H+
# Flux type:                1PtDiff
# Flux direction:           Omnidirectional
# Environment settings:     Current Epoch; Activity Level: Max
# Energy levels (MeV):       0.1 0.2 0.4 0.6 0.8 1 2 4 6 8 10 15 20 30 50 60 80 100 150 200 250
#
# Time format:              Modified Julian Date
# Coordinate system:        GEI (Geocentric Equatorial Inertial) Cartesian in Earth radii
# Data Delimiter:           comma
#
# datetime(mjd),posx(Re),posy(Re),posz(Re),flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux,flux(#/cm^2/s/MeV)
53219.53611111,1.04706084,3.35299567,-0.50983017,1.34706176e+09,7.27603520e+08,2.87806592e+08,1.29876096e+08,6.80514080e+07,4.02035840e+07,8.50493125e+05,3.89929883e+03,1.17819466e+02,6.95621204e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53680556,1.03118690,3.37717824,-0.49720775,1.28583923e+09,6.96933312e+08,2.75618656e+08,1.23635280e+08,6.51743040e+07,3.76749840e+07,7.43129688e+05,3.40972949e+03,9.87099228e+01,4.95028973e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53750000,1.01518678,3.40094755,-0.48452442,1.22591885e+09,6.66896384e+08,2.63638176e+08,1.17528864e+08,6.23151640e+07,3.52327560e+07,6.47609750e+05,2.96939258e+03,8.22213974e+01,3.46174169e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53819444,0.99906423,3.42430625,-0.47178255,1.17015296e+09,6.38893440e+08,2.52420096e+08,1.11833160e+08,5.96039240e+07,3.29856140e+07,5.66712000e+05,2.59284277e+03,6.87035522e+01,2.41878772e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53888889,0.98282255,3.44725703,-0.45898465,1.11658624e+09,6.11846464e+08,2.41508304e+08,1.06300152e+08,5.69107080e+07,3.08330620e+07,4.95822188e+05,2.25956152e+03,5.72477455e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.53958333,0.96646519,3.46980239,-0.44613260,1.09646042e+09,5.93303104e+08,2.33582272e+08,1.02723952e+08,5.40309680e+07,2.94584440e+07,4.57296062e+05,1.90008240e+03,4.71514587e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.54027778,0.94999576,3.49194516,-0.43322875,1.08622362e+09,5.77956928e+08,2.26837488e+08,9.98296880e+07,5.12831200e+07,2.83573040e+07,4.28878188e+05,1.58930945e+03,3.89074936e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.54097222,0.93341741,3.51368753,-0.42027530,1.07513062e+09,5.62471104e+08,2.20002496e+08,9.68523920e+07,4.85696600e+07,2.72359060e+07,4.00681750e+05,1.32334094e+03,3.19097080e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.54166667,0.91673343,3.53503233,-0.40727414,1.06471526e+09,5.48854144e+08,2.13967104e+08,9.41877040e+07,4.62340760e+07,2.62414800e+07,3.76289188e+05,1.12384656e+03,2.67008533e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53219.54236111,0.89994695,3.55598160,-0.39422762,1.05361286e+09,5.34942176e+08,2.07808896e+08,9.14633280e+07,4.39121480e+07,2.52339760e+07,3.51830656e+05,9.46974487e+02,2.21155128e+01,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
